province,month,demand_ton,local_supply_ton,import_received_ton,transfer_in_ton,transfer_out_ton,inventory_ton,shortage_ton,safe_stock
Kalimantan Barat,Mei,1247.3,0.0,1678.3,0.0,0.0,1467.1,0.0,1
Kalimantan Barat,Jun,1207.1,0.0,1547.3,0.0,0.0,1807.3,0.0,1
Kalimantan Barat,Jul,1247.3,0.0,1612.9,0.0,0.0,2172.8,0.0,1
Kalimantan Barat,Agu,1247.3,0.0,1279.1,0.0,0.0,2204.5,0.0,1
Kalimantan Barat,Sep,1207.1,0.0,1207.1,0.0,0.0,2204.5,0.0,1
Kalimantan Barat,Okt,1247.3,0.0,1442.9,0.0,0.0,2400.1,0.0,1
Kalimantan Barat,Nov,1207.1,0.0,1567.9,0.0,0.0,2760.8,0.0,1
Kalimantan Barat,Des,1247.3,0.0,699.3,0.0,0.0,2212.8,0.0,1
Kalimantan Tengah,Jan,1264.4,0.0,1470.6,0.0,0.0,206.2,0.0,0
Kalimantan Tengah,Feb,1178.6,0.0,1169.7,0.0,0.0,197.4,0.0,0
Kalimantan Tengah,Mar,1264.5,0.0,1642.3,0.0,0.0,575.2,0.0,0
Kalimantan Tengah,Apr,1223.7,0.0,1223.7,0.0,0.0,575.2,0.0,0
Kalimantan Tengah,Mei,1264.5,0.0,1314.3,0.0,0.0,625.1,0.0,0
Kalimantan Tengah,Jun,1223.8,0.0,1970.2,0.0,0.0,1371.5,0.0,1
Kalimantan Tengah,Jul,1264.5,0.0,1431.5,0.0,0.0,1538.5,0.0,1
Kalimantan Tengah,Agu,1264.5,0.0,1350.8,0.0,0.0,1624.8,0.0,1
Kalimantan Tengah,Sep,1223.7,0.0,2068.9,0.0,0.0,2470.1,0.0,1
Kalimantan Tengah,Okt,1264.4,0.0,1480.7,0.0,0.0,2686.4,0.0,1
Kalimantan Tengah,Nov,1223.7,0.0,1353.0,0.0,0.0,2815.7,0.0,1
Kalimantan Tengah,Des,1264.4,0.0,708.9,0.0,0.0,2260.2,0.0,1
Kalimantan Selatan,Jan,13.9,6.9,16.1,0.0,0.0,9.2,0.0,1
Kalimantan Selatan,Feb,4.0,2.0,4.0,0.0,0.0,11.2,0.0,1
Kalimantan Selatan,Mar,4.9,2.5,6.4,0.0,0.0,15.1,0.0,1
Kalimantan Selatan,Apr,4.3,2.1,4.3,0.0,0.0,17.2,0.0,1
Kalimantan Selatan,Mei,4.0,2.0,4.2,0.0,0.0,19.4,0.0,1
Kalimantan Selatan,Jun,6.3,1.8,5.9,0.0,0.0,20.8,0.0,1
Kalimantan Selatan,Jul,4.1,1.3,2.8,0.0,0.0,20.8,0.0,1
Kalimantan Selatan,Agu,4.5,1.5,3.1,0.0,0.0,20.9,0.0,1
Kalimantan Selatan,Sep,4.3,1.0,3.2,0.0,0.0,20.8,0.0,1
Kalimantan Selatan,Okt,4.3,1.3,3.1,0.0,0.0,20.9,0.0,1
Kalimantan Selatan,Nov,3.8,1.4,2.4,0.0,0.0,20.8,0.0,1
Kalimantan Selatan,Des,3.9,1.8,2.0,0.0,0.0,20.8,0.0,1
